"","Date","Price","Open","High","Low","Vol.","Change","iso_code","continent","location","total_cases","new_cases","new_cases_smoothed","total_deaths","new_deaths","new_deaths_smoothed","total_cases_per_million","new_cases_per_million","new_cases_smoothed_per_million","total_deaths_per_million","new_deaths_per_million","new_deaths_smoothed_per_million","reproduction_rate","icu_patients","icu_patients_per_million","hosp_patients","hosp_patients_per_million","weekly_icu_admissions","weekly_icu_admissions_per_million","weekly_hosp_admissions","weekly_hosp_admissions_per_million","total_tests","new_tests","total_tests_per_thousand","new_tests_per_thousand","new_tests_smoothed","new_tests_smoothed_per_thousand","positive_rate","tests_per_case","tests_units","total_vaccinations","people_vaccinated","people_fully_vaccinated","total_boosters","new_vaccinations","new_vaccinations_smoothed","total_vaccinations_per_hundred","people_vaccinated_per_hundred","people_fully_vaccinated_per_hundred","total_boosters_per_hundred","new_vaccinations_smoothed_per_million","new_people_vaccinated_smoothed","new_people_vaccinated_smoothed_per_hundred","stringency_index","population","population_density","median_age","aged_65_older","aged_70_older","gdp_per_capita","extreme_poverty","cardiovasc_death_rate","diabetes_prevalence","female_smokers","male_smokers","handwashing_facilities","hospital_beds_per_thousand","life_expectancy","human_development_index","excess_mortality_cumulative_absolute","excess_mortality_cumulative","excess_mortality","excess_mortality_cumulative_per_million","Year_category"
"1573",2022-03-01,3488.83,3471.36,3491.13,3465.72,"32.60B",0.77,"CHN","Asia","China",109750,224,222.286,4636,0,0,75.993,0.155,0.154,3.21,0,0,2.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",3135598000,NA,NA,NA,5753000,5690143,217.11,NA,NA,NA,3940,177433,0.012,64.35,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,NA,4.34,76.91,0.761,NA,NA,NA,NA,"3rd year (ongoing)"
"1574",2022-02-08,3462.31,3450.32,3462.31,3425.52,"34.58B",0.32,"CHN","Asia","China",106635,111,61.857,4636,0,0,73.836,0.077,0.043,3.21,0,0,2.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",3016150000,NA,NA,NA,5481000,2221000,208.84,NA,NA,NA,1538,53294,0.004,64.35,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,NA,4.34,76.91,0.761,NA,NA,NA,NA,"3rd year (ongoing)"
"1575",2022-02-05,3451.41,3445.34,3480.18,3440.93,"37.75B",0.63,"CHN","Asia","China",106340,43,46.429,4636,0,0,73.632,0.03,0.032,3.21,0,0,1.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",3004681000,NA,NA,NA,1785000,971000,208.05,NA,NA,NA,672,35600,0.002,64.35,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,NA,4.34,76.91,0.761,NA,NA,NA,NA,"3rd year (ongoing)"
"1576",2022-02-04,3429.96,3474.37,3486.98,3400.21,"48.84B",-1.7,"CHN","Asia","China",106297,27,51.857,4636,0,0,73.602,0.019,0.036,3.21,0,0,1.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",3002896000,NA,NA,NA,1272000,1247714,207.93,NA,NA,NA,864,35600,0.002,64.35,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,NA,4.34,76.91,0.761,NA,NA,NA,NA,"3rd year (ongoing)"
"1577",2022-02-03,3489.15,3458.51,3490.76,3458.18,"32.56B",0.93,"CHN","Asia","China",106270,29,56.429,4636,0,0,73.583,0.02,0.039,3.21,0,0,1.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",3001624000,NA,NA,NA,731000,1734857,207.84,NA,NA,NA,1201,51657,0.004,64.35,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,NA,4.34,76.91,0.761,NA,NA,NA,NA,"3rd year (ongoing)"
"1578",2022-02-02,3457.15,3473.29,3473.39,3437.67,"32.63B",-0.96,"CHN","Asia","China",106241,39,61.429,4636,0,0,73.563,0.027,0.043,3.21,0,0,1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",3000893000,NA,NA,NA,290000,2405429,207.79,NA,NA,NA,1666,67714,0.005,64.35,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,NA,4.34,76.91,0.761,NA,NA,NA,NA,"3rd year (ongoing)"
"1579",2022-02-01,3490.61,3488.41,3492.2,3471.69,"30.15B",0,"CHN","Asia","China",106202,63,64.714,4636,0,0,73.536,0.044,0.045,3.21,0,0,1.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",3000603000,NA,NA,NA,71000,3136714,207.77,NA,NA,NA,2172,83771,0.006,64.35,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,NA,4.34,76.91,0.761,NA,NA,NA,NA,"3rd year (ongoing)"
"1580",2022-01-08,3490.76,3451.63,3490.76,3447.03,"29.51B",0.66,"CHN","Asia","China",103619,165,159.143,4636,0,0,71.748,0.114,0.11,3.21,0,0,1.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2894178000,NA,NA,NA,6406000,7558429,200.4,NA,NA,NA,5234,226008,0.016,79.17,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,NA,4.34,76.91,0.761,NA,NA,NA,NA,"3rd year (ongoing)"
"1581",2022-01-07,3468.04,3464.21,3480.97,3454.28,"29.73B",0.06,"CHN","Asia","China",103454,159,162.857,4636,0,0,71.633,0.11,0.113,3.21,0,0,1.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2887772000,1262264000,1215878000,NA,7779000,7491429,199.95,87.4,84.19,NA,5187,229700,0.016,79.17,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,NA,4.34,76.91,0.761,NA,NA,NA,NA,"3rd year (ongoing)"
"1582",2022-01-06,3465.83,3457.07,3475.06,3453.8,"27.50B",0.57,"CHN","Asia","China",103295,174,172.857,4636,0,0,71.523,0.12,0.12,3.21,0,0,1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2879993000,NA,1.213e+09,3.31e+08,7976000,8082143,199.42,NA,83.99,22.92,5596,229700,0.016,79.17,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,NA,4.34,76.91,0.761,NA,NA,NA,NA,"3rd year (ongoing)"
"1583",2022-01-05,3446.09,3428.04,3447.49,3421.64,"27.56B",0.5,"CHN","Asia","China",103121,189,175.857,4636,0,0,71.403,0.131,0.122,3.21,0,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2872017000,NA,NA,NA,8456000,8842714,198.86,NA,NA,NA,6123,229700,0.016,79.17,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,NA,4.34,76.91,0.761,NA,NA,NA,NA,"3rd year (ongoing)"
"1584",2022-01-04,3428.88,3451.85,3457.26,3415.45,"31.53B",-0.98,"CHN","Asia","China",102932,91,178.429,4636,0,0,71.272,0.063,0.124,3.21,0,0,1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2863561000,NA,NA,NA,8336000,9692143,198.28,NA,NA,NA,6711,229700,0.016,79.17,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,NA,4.34,76.91,0.761,NA,NA,NA,NA,"3rd year (ongoing)"
"1585",2022-01-01,3462.95,3472.28,3500.15,3459.33,"36.14B",-0.66,"CHN","Asia","China",102505,191,226.857,4636,0,0,70.976,0.132,0.157,3.21,0,0,1.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2841269000,NA,NA,NA,5937000,11882143,196.73,NA,NA,NA,8227,515510,0.036,79.17,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,NA,4.34,76.91,0.761,NA,NA,NA,NA,"3rd year (ongoing)"
"1586",2022-02-10,3485.91,3481.91,3488.86,3464.22,"35.57B",0.17,"CHN","Asia","China",106764,101,70.571,4636,0,0,73.925,0.07,0.049,3.21,0,0,2.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",3029588000,NA,NA,NA,6942000,3994857,209.77,NA,NA,NA,2766,88681,0.006,64.35,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,NA,4.34,76.91,0.761,NA,NA,NA,NA,"3rd year (ongoing)"
"1587",2022-02-09,3479.95,3450.82,3484.74,3444.08,"35.02B",0.79,"CHN","Asia","China",106663,28,60.286,4636,0,0,73.855,0.019,0.042,3.21,0,0,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",3022646000,NA,NA,NA,6496000,3107571,209.29,NA,NA,NA,2152,70987,0.005,64.35,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,NA,4.34,76.91,0.761,NA,NA,NA,NA,"3rd year (ongoing)"
"1588",2022-02-08,3452.63,3428.54,3453.19,3390.46,"36.61B",0.67,"CHN","Asia","China",106635,111,61.857,4636,0,0,73.836,0.077,0.043,3.21,0,0,2.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",3016150000,NA,NA,NA,5481000,2221000,208.84,NA,NA,NA,1538,53294,0.004,64.35,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,NA,4.34,76.91,0.761,NA,NA,NA,NA,"3rd year (ongoing)"
"1589",2022-02-07,3429.58,3407.76,3434.03,3407.76,"32.05B",2.03,"CHN","Asia","China",106524,105,55,4636,0,0,73.759,0.073,0.038,3.21,0,0,2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",3010669000,1266426000,1228340000,459843000,3807000,1448143,208.46,87.69,85.05,31.84,1003,35600,0.002,64.35,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,NA,4.34,76.91,0.761,NA,NA,NA,NA,"3rd year (ongoing)"
"1590",2022-02-08,3361.44,3407.59,3417.05,3356.56,"29.09B",-0.97,"CHN","Asia","China",106635,111,61.857,4636,0,0,73.836,0.077,0.043,3.21,0,0,2.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",3016150000,NA,NA,NA,5481000,2221000,208.84,NA,NA,NA,1538,53294,0.004,64.35,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,NA,4.34,76.91,0.761,NA,NA,NA,NA,"3rd year (ongoing)"
"1591",2022-02-07,3394.25,3456.1,3456.36,3392.02,"28.06B",-1.78,"CHN","Asia","China",106524,105,55,4636,0,0,73.759,0.073,0.038,3.21,0,0,2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",3010669000,1266426000,1228340000,459843000,3807000,1448143,208.46,87.69,85.05,31.84,1003,35600,0.002,64.35,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,NA,4.34,76.91,0.761,NA,NA,NA,NA,"3rd year (ongoing)"
"1592",2022-02-06,3455.67,3442.69,3462.12,3417.76,"27.51B",0.66,"CHN","Asia","China",106419,79,49.429,4636,0,0,73.686,0.055,0.034,3.21,0,0,2.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",3006862000,NA,NA,NA,2181000,952000,208.2,NA,NA,NA,659,35600,0.002,64.35,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,NA,4.34,76.91,0.761,NA,NA,NA,NA,"3rd year (ongoing)"
"1593",2022-02-05,3433.06,3509.28,3519.83,3433.06,"32.74B",-2.58,"CHN","Asia","China",106340,43,46.429,4636,0,0,73.632,0.03,0.032,3.21,0,0,1.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",3004681000,NA,NA,NA,1785000,971000,208.05,NA,NA,NA,672,35600,0.002,64.35,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,NA,4.34,76.91,0.761,NA,NA,NA,NA,"3rd year (ongoing)"
"1594",2022-02-04,3524.1,3508.24,3531.61,3500.14,"28.03B",0.04,"CHN","Asia","China",106297,27,51.857,4636,0,0,73.602,0.019,0.036,3.21,0,0,1.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",3002896000,NA,NA,NA,1272000,1247714,207.93,NA,NA,NA,864,35600,0.002,64.35,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,NA,4.34,76.91,0.761,NA,NA,NA,NA,"3rd year (ongoing)"
"1595",2022-02-01,3522.57,3546.75,3547,3514.89,"32.65B",-0.91,"CHN","Asia","China",106202,63,64.714,4636,0,0,73.536,0.044,0.045,3.21,0,0,1.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",3000603000,NA,NA,NA,71000,3136714,207.77,NA,NA,NA,2172,83771,0.006,64.35,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,NA,4.34,76.91,0.761,NA,NA,NA,NA,"3rd year (ongoing)"
"1596",2022-01-20,3555.06,3556.23,3576.26,3540.55,"37.95B",-0.09,"CHN","Asia","China",105484,73,129.143,4636,0,0,73.039,0.051,0.089,3.21,0,0,0.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2956218000,NA,NA,NA,4372000,4645714,204.69,NA,NA,NA,3217,193571,0.013,79.17,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,NA,4.34,76.91,0.761,NA,NA,NA,NA,"3rd year (ongoing)"
"1597",2022-01-09,3558.18,3567.63,3578.73,3541.66,"33.32B",-0.33,"CHN","Asia","China",103776,157,158.571,4636,0,0,71.856,0.109,0.11,3.21,0,0,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2899557000,NA,NA,NA,5379000,7379857,200.77,NA,NA,NA,5110,222316,0.015,79.17,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,NA,4.34,76.91,0.761,NA,NA,NA,NA,"3rd year (ongoing)"
"1598",2022-01-08,3569.91,3541.89,3579.31,3531.33,"37.71B",0.8,"CHN","Asia","China",103619,165,159.143,4636,0,0,71.748,0.114,0.11,3.21,0,0,1.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2894178000,NA,NA,NA,6406000,7558429,200.4,NA,NA,NA,5234,226008,0.016,79.17,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,NA,4.34,76.91,0.761,NA,NA,NA,NA,"3rd year (ongoing)"
"1599",2022-01-07,3541.67,3522.09,3546.09,3519.43,"31.29B",0.58,"CHN","Asia","China",103454,159,162.857,4636,0,0,71.633,0.11,0.113,3.21,0,0,1.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2887772000,1262264000,1215878000,NA,7779000,7491429,199.95,87.4,84.19,NA,5187,229700,0.016,79.17,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,NA,4.34,76.91,0.761,NA,NA,NA,NA,"3rd year (ongoing)"
"1600",2022-01-04,3521.26,3544.07,3548.42,3519.32,"37.69B",-0.96,"CHN","Asia","China",102932,91,178.429,4636,0,0,71.272,0.063,0.124,3.21,0,0,1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2863561000,NA,NA,NA,8336000,9692143,198.28,NA,NA,NA,6711,229700,0.016,79.17,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,NA,4.34,76.91,0.761,NA,NA,NA,NA,"3rd year (ongoing)"
"1601",2022-01-03,3555.26,3601.03,3601.07,3555.16,"36.94B",-1.17,"CHN","Asia","China",102841,175,193.571,4636,0,0,71.209,0.121,0.134,3.21,0,0,1.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2855225000,NA,NA,NA,7327000,10479429,197.7,NA,NA,NA,7256,324970,0.023,79.17,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,NA,4.34,76.91,0.761,NA,NA,NA,NA,"3rd year (ongoing)"
"1602",2022-01-02,3597.43,3578.16,3599.5,3572.1,"34.31B",0.84,"CHN","Asia","China",102666,161,220.143,4636,0,0,71.088,0.111,0.152,3.21,0,0,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2847898000,NA,NA,NA,6629000,11195429,197.19,NA,NA,NA,7752,420240,0.029,79.17,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,NA,4.34,76.91,0.761,NA,NA,NA,NA,"3rd year (ongoing)"
"1603",2022-01-01,3567.44,3589.9,3602.15,3562.75,"35.98B",-0.73,"CHN","Asia","China",102505,191,226.857,4636,0,0,70.976,0.132,0.157,3.21,0,0,1.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2841269000,NA,NA,NA,5937000,11882143,196.73,NA,NA,NA,8227,515510,0.036,79.17,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,NA,4.34,76.91,0.761,NA,NA,NA,NA,"3rd year (ongoing)"
"1604",2022-01-10,3593.52,3572.74,3593.52,3555.13,"35.62B",0.39,"CHN","Asia","China",103968,192,161,4636,0,0,71.989,0.133,0.111,3.21,0,0,1.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2905638000,NA,NA,NA,6081000,7201857,201.19,NA,NA,NA,4987,218624,0.015,79.17,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,NA,4.34,76.91,0.761,NA,NA,NA,NA,"3rd year (ongoing)"
"1605",2022-01-07,3579.54,3588.99,3607.23,3577.1,"43.63B",-0.18,"CHN","Asia","China",103454,159,162.857,4636,0,0,71.633,0.11,0.113,3.21,0,0,1.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2887772000,1262264000,1215878000,NA,7779000,7491429,199.95,87.4,84.19,NA,5187,229700,0.016,79.17,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,NA,4.34,76.91,0.761,NA,NA,NA,NA,"3rd year (ongoing)"
"1606",2022-01-06,3586.08,3581.22,3594.49,3559.88,"37.15B",-0.25,"CHN","Asia","China",103295,174,172.857,4636,0,0,71.523,0.12,0.12,3.21,0,0,1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2879993000,NA,1.213e+09,3.31e+08,7976000,8082143,199.42,NA,83.99,22.92,5596,229700,0.016,79.17,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,NA,4.34,76.91,0.761,NA,NA,NA,NA,"3rd year (ongoing)"
"1607",2022-01-05,3595.18,3628.26,3628.26,3583.47,"42.39B",-1.02,"CHN","Asia","China",103121,189,175.857,4636,0,0,71.403,0.131,0.122,3.21,0,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2872017000,NA,NA,NA,8456000,8842714,198.86,NA,NA,NA,6123,229700,0.016,79.17,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,NA,4.34,76.91,0.761,NA,NA,NA,NA,"3rd year (ongoing)"
"1608",2022-01-04,3632.33,3649.15,3651.89,3610.09,"40.50B",-0.2,"CHN","Asia","China",102932,91,178.429,4636,0,0,71.272,0.063,0.124,3.21,0,0,1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2863561000,NA,NA,NA,8336000,9692143,198.28,NA,NA,NA,6711,229700,0.016,79.17,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,NA,4.34,76.91,0.761,NA,NA,NA,NA,"3rd year (ongoing)"
"1609",2021-03-01,3639.78,3626.24,3642.84,3624.94,"32.97B",0.57,"CHN","Asia","China",89923,11,10.143,4636,0,0,62.264,0.008,0.007,3.21,0,0,0.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,668496,NA,NA,NA,NA,463,NA,NA,56.02,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,NA,4.34,76.91,0.761,NA,NA,NA,NA,"2nd year"
"1610",2021-12-30,3619.19,3596.49,3628.92,3595.5,"30.78B",0.62,"CHN","Asia","China",102085,195,193.429,4636,0,0,70.685,0.135,0.134,3.21,0,0,1.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2823418000,NA,NA,NA,13300000,12952714,195.5,NA,NA,NA,8969,706050,0.049,79.17,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,NA,4.34,76.91,0.761,NA,NA,NA,NA,"2nd year"
"1611",2021-02-09,3597,3630.92,3630.92,3596.32,"30.51B",-0.91,"CHN","Asia","China",89734,14,16.429,4636,0,0,62.133,0.01,0.011,3.21,0,0,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",40520000,NA,NA,NA,NA,1674286,2.81,NA,NA,NA,1159,NA,NA,78.24,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,NA,4.34,76.91,0.761,NA,NA,NA,NA,"2nd year"
"1612",2021-02-08,3630.11,3619.64,3631.08,3607.36,"31.62B",0.39,"CHN","Asia","China",89720,14,18,4636,0,0,62.124,0.01,0.012,3.21,0,0,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,1795238,NA,NA,NA,NA,1243,NA,NA,78.24,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,NA,4.34,76.91,0.761,NA,NA,NA,NA,"2nd year"
"1613",2021-02-07,3615.97,3613.05,3632.19,3601.94,"32.92B",-0.06,"CHN","Asia","China",89706,14,20.286,4636,0,0,62.114,0.01,0.014,3.21,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,1916190,NA,NA,NA,NA,1327,NA,NA,78.24,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,NA,4.34,76.91,0.761,NA,NA,NA,NA,"2nd year"
"1614",2021-02-04,3618.05,3645.39,3648.96,3612.07,"39.03B",-0.69,"CHN","Asia","China",89669,20,41.571,4636,0,0,62.088,0.014,0.029,3.21,0,0,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,1382583,NA,NA,NA,NA,957,NA,NA,78.24,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,NA,4.34,76.91,0.761,NA,NA,NA,NA,"2nd year"
"1615",2021-02-03,3643.34,3625.47,3643.55,3618.05,"38.29B",0.57,"CHN","Asia","China",89649,30,46.143,4636,0,0,62.075,0.021,0.032,3.21,0,0,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",31200000,NA,NA,NA,NA,1204714,2.16,NA,NA,NA,834,NA,NA,78.24,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,NA,4.34,76.91,0.761,NA,NA,NA,NA,"2nd year"
"1616",2021-02-02,3622.62,3632.68,3635.9,3616.55,"39.48B",-0.07,"CHN","Asia","China",89619,25,49.571,4636,0,0,62.054,0.017,0.034,3.21,0,0,0.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,1020367,NA,NA,NA,NA,707,NA,NA,78.24,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,NA,4.34,76.91,0.761,NA,NA,NA,NA,"2nd year"
"1617",2021-02-01,3625.13,3591.45,3627.09,3591.45,"40.82B",0.88,"CHN","Asia","China",89594,30,56.714,4636,0,0,62.036,0.021,0.039,3.21,0,0,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,836020,NA,NA,NA,NA,579,NA,NA,78.24,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,NA,4.34,76.91,0.761,NA,NA,NA,NA,"2nd year"
"1618",2021-12-20,3593.6,3620.04,3643.95,3589.36,"42.39B",-1.07,"CHN","Asia","China",100467,81,87.286,4636,0,0,69.565,0.056,0.06,3.21,0,0,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2695181000,NA,NA,NA,10891000,10570143,186.62,NA,NA,NA,7319,896590,0.062,70.83,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,NA,4.34,76.91,0.761,NA,NA,NA,NA,"2nd year"
"1619",2021-01-07,3632.36,3670.26,3673.65,3631.66,"40.85B",-1.16,"CHN","Asia","China",87331,53,37.143,4634,0,0,60.469,0.037,0.026,3.209,0,0,1.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,5e+05,NA,NA,NA,NA,346,NA,NA,78.24,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,NA,4.34,76.91,0.761,NA,NA,NA,NA,"2nd year"
"1620",2021-01-06,3675.02,3648.93,3675.02,3644.66,"38.13B",0.75,"CHN","Asia","China",87278,63,32.286,4634,0,0,60.433,0.044,0.022,3.209,0,0,1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,455357,NA,NA,NA,NA,315,NA,NA,78.24,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,NA,4.34,76.91,0.761,NA,NA,NA,NA,"2nd year"
